class_id,offering_id,config_id,subpart_id,committed,class_limit,scheduler,dates_mask
1555,150,150,858,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1556,768,775,859,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1557,768,775,860,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1558,768,775,860,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1559,769,776,861,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1560,770,777,862,False,60,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1561,771,778,863,False,30,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1562,772,779,864,False,60,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1563,772,779,865,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1564,772,779,865,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1565,772,779,865,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1566,773,780,866,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1567,773,780,867,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1568,773,780,867,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1569,774,781,868,False,15,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1570,774,781,869,False,15,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1571,775,782,870,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1572,,,871,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1573,776,783,872,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1574,777,784,873,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1575,778,785,874,False,46,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1576,779,786,875,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1577,780,787,876,False,30,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1578,781,788,877,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1579,781,788,878,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1580,781,788,878,False,18,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1581,782,789,879,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1582,783,790,880,False,30,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1583,784,791,881,False,36,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1584,785,792,882,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1585,786,793,883,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1586,787,794,884,False,30,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1587,788,795,885,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1588,789,796,886,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1589,790,797,887,False,20,24,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1590,791,798,888,False,36,24,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
2279,1029,1039,1246,False,32,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
191,151,151,161,False,168,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
192,151,151,161,False,168,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2280,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2281,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2282,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2283,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2284,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2285,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2286,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2287,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2288,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2289,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2290,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2291,151,151,1247,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
193,152,152,162,False,140,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
194,153,153,163,False,150,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2292,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2293,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2294,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2295,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2296,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2297,153,153,1248,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2298,1030,1040,1249,False,28,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
195,154,154,164,False,87,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
196,154,154,164,False,87,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2299,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2300,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2301,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2302,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2303,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2304,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2305,154,154,1250,False,25,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
197,155,155,165,False,100,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
198,156,156,166,False,132,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
199,157,157,167,False,120,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
200,158,158,168,False,60,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
201,159,159,169,False,48,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
202,160,160,170,False,63,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2306,160,160,1251,False,21,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2307,160,160,1251,False,21,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2308,160,160,1251,False,21,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
203,161,161,171,False,84,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
204,162,162,172,False,48,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
205,163,163,173,False,44,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
206,164,164,174,False,48,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
207,165,165,175,False,60,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
208,166,166,176,False,41,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
209,167,167,177,False,105,3,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
1767,167,167,978,False,18,26,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
1768,167,167,978,False,17,26,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
1769,167,167,978,False,35,26,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
1770,167,167,978,False,35,26,000000000000000000000000000000000000000000000000001111110111111001111101111110111111011111101111110001111011
210,168,168,178,False,189,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
211,169,169,179,False,360,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1771,853,861,979,False,35,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1772,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1773,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1774,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1775,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1776,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1777,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1778,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1779,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1780,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1781,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1782,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1783,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1784,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1785,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1786,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1787,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1788,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1789,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1790,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1791,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1792,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1793,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1794,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1795,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1796,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1797,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1798,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1799,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1800,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1801,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1802,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1803,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1804,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1805,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1806,853,861,980,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1807,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1808,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1809,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1810,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1811,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1812,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1813,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1814,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1815,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1816,854,862,981,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1817,855,863,982,False,12,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
212,170,170,180,False,60,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1818,856,864,983,False,30,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1819,857,865,984,False,40,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
213,171,171,181,False,48,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1820,858,866,985,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1821,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1822,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1823,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1824,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1825,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1826,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1827,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1828,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1829,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1830,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1831,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1832,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1833,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1834,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1835,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1836,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1837,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1838,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1839,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1840,858,866,986,False,1,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1841,859,867,987,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1842,860,868,988,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1843,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1844,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1845,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1846,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1847,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1848,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1849,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1850,860,868,989,False,3,26,00000000000000000000000000000000000000000000000000000000011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1851,861,869,990,False,45,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1852,862,870,991,False,40,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1853,862,870,992,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1854,862,870,992,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
214,172,172,182,False,80,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1855,863,871,993,False,40,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1856,864,872,994,False,40,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1857,865,873,995,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
215,173,173,183,False,50,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1858,866,874,996,False,10,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1859,866,874,997,False,10,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1860,867,875,998,False,42,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1861,868,876,999,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1862,869,877,1000,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1863,,,1001,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1864,870,878,1002,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1865,871,879,1003,False,0,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1866,872,880,1004,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
2309,872,880,1252,False,20,79,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1867,873,881,1005,False,10,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1868,874,882,1006,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1869,875,883,1007,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1870,876,884,1008,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1871,877,885,1009,False,15,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1872,878,886,1010,False,20,26,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1873,879,887,1011,False,26,80,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
1874,880,888,1012,False,400,80,00000000000000000000000000000000000000000001111111
216,174,174,184,False,110,3,00000000000000000000000000000000000000000000000000111111011111100111110111111011111101111110111111000111101111110111111011111101111110111111011000001111110111111
