student_id,offering_id,weight
4350,615,0.8312
4350,614,1.129
4350,838,2.087
4351,214,1.0072
4351,400,1.117
4351,399,1.1429
4352,417,1.0275
4352,459,1.0021
4352,479,1.0529
4352,302,1.036
4352,423,1.0811
4352,418,1.0544
4353,81,1.0471
4353,201,1.0939
4354,665,1.1895
4354,302,1.036
4354,148,1.0152
4354,496,1.3678
4354,925,1.0584
4355,482,1.3521
4355,392,0.9677
4355,575,1.1033
4355,91,1.1518
4355,563,0.9406
4356,624,1.3889
4356,598,1.3575
4356,595,1.0833
4357,934,1.1429
4357,931,1.1163
4357,343,1.0709
4357,550,1.1321
4357,594,1.1401
4358,153,1.145
4358,21,1.1185
4358,575,1.1033
4358,156,1.0732
4358,155,1.087
4358,330,0.6122
4359,548,1.2195
4359,629,1.7647
4360,525,1.087
4360,524,1.0714
4360,553,1.6495
4361,228,1.0559
4361,227,1.1392
4361,567,1.4062
4361,523,1.1842
4361,565,1.1801
4361,486,1.1193
4361,540,1.0309
4361,485,1.1193
4362,168,0.8971
4362,861,1.0465
4362,616,1.0204
4363,186,1.0577
4363,315,1.0995
4364,403,1.0277
4364,235,1.0493
4365,490,1.0714
4365,729,1.0309
4365,200,1.1123
4366,961,1.4828
4366,69,
4366,948,0.8
4366,343,1.0709
4366,947,0.8
4367,338,1.0169
4367,337,1.0196
4367,336,1.0556
4367,60,1.0333
4368,490,1.0714
4368,542,1.025
4368,729,1.0309
4369,535,1.1967
4369,533,1.2295
4369,532,1.25
4370,54,1.3333
4370,472,1.1798
4371,28,1.2368
4371,302,1.036
4371,621,1.0417
4371,26,1.1392
4371,24,1.1628
4372,436,1.0497
4372,521,1.1875
4372,567,1.4062
4372,543,1.125
4372,564,1.1875
4372,561,3.1887
4372,559,1.0063
4372,554,1.0755
4372,484,1.2876
4372,483,1.1377
4373,575,1.1033
4373,365,0.9622
4373,178,1.375
4373,540,1.0309
4373,177,1.0638
4374,573,1.0101
4375,87,1.3509
4375,237,1.178
4375,35,1.1364
4375,550,1.1321
4376,593,1.0155
4376,179,1.25
4376,69,
4376,177,1.0638
4376,573,1.0101
4377,460,1.0965
4377,669,1.3187
4377,273,1.164
4377,457,1.0569
4378,304,1.1429
4378,498,1.017
4379,615,1.25
4380,480,1.3115
4380,576,1.1606
4380,673,0.9412
4381,657,1.0952
4381,325,1.2422
4381,620,1.0138
4382,305,1.1317
4382,728,1.1194
4383,433,1.3274
4383,432,
4383,431,1.1905
4384,491,1.047
4384,574,0.9928
4384,297,1.118
4385,76,1.053
4385,633,1.194
4385,599,1.0482
4386,258,1.039
4386,572,1.1707
4387,657,1.0952
4387,81,1.0471
4387,80,1.1715
4388,318,0.5926
4388,204,1.0105
4388,323,1.7419
4388,477,1.0446
4388,321,0.4717
4389,658,1.2308
4389,478,1.2414
4389,201,1.0939
4390,580,1.0897
4390,657,1.0952
4390,257,1.0308
4391,317,2.0833
4391,200,1.1123
4391,672,1.0811
4391,638,0.8117
4392,317,2.0833
4392,473,1.1705
4392,319,1.0857
4393,317,2.0833
4393,201,1.0939
4393,474,1.1069
4393,319,1.0857
4394,85,1.0671
4394,335,1.0307
4394,200,1.1123
4394,638,0.8117
4395,318,0.5926
4395,569,1.3209
4395,201,1.0939
4395,321,0.4717
4395,672,1.0811
4396,476,1.1146
4396,201,1.0939
4396,319,1.0857
4397,494,0.9211
4397,657,1.0952
4397,325,1.2422
4397,620,1.0138
4397,583,1.1006
4398,318,0.5926
4398,204,1.0105
4398,477,1.0446
4398,321,0.4717
4399,659,1.086
4399,569,1.3209
4399,319,1.0857
4400,262,1.1111
4400,479,1.0529
4401,538,1.0448
4401,666,1.2317
4401,235,1.0493
4401,541,1.218
4401,726,1.2435
4402,626,0.9756
4402,989,0.8
4402,834,1.6667
4402,987,1.129
4402,630,2.963
4403,802,
4403,798,
4403,806,0.9375
4403,300,1.0526
4404,252,1.3258
4404,499,1.0581
4404,255,0.9836
4404,913,1.1566
4405,593,1.0155
4405,416,1.0909
4405,656,1.17
4405,413,1.1268
4405,408,1.0526
4405,914,0.9633
4406,446,1.1667
4406,231,0.991
4407,312,1.0811
4408,467,1.1039
4408,423,1.0811
4408,463,1.1029
4408,88,1.4151
4409,329,1.7391
4409,995,1.0909
4409,354,1.1434
4410,490,1.0714
4410,540,1.0309
4410,297,1.118
4411,61,1.0968
4411,100,1.18
4411,991,1.1111
4411,99,1.125
4412,6,1.087
4412,5,1.129
4412,675,1.1688
4412,4,1.1282
4412,301,1.3208
4413,428,0.8989
4413,427,0.9259
4413,425,0.9072
4413,422,1.1324
4413,430,0.9036
4414,679,1.2121
4414,678,1.3793
4414,684,1.1163
4414,550,1.1321
4414,814,1.5
4415,228,1.0559
4415,227,1.1392
4415,567,1.4062
4415,302,1.036
4415,565,1.1801
4415,497,1.1139
4415,486,1.1193
4415,485,1.1193
4416,115,0.9859
4416,642,0.9877
4416,113,
4416,112,0.9589
4416,640,1.0303
4416,639,
4417,273,1.164
4417,272,1.0049
4417,546,1.1127
4417,479,1.0529
4417,330,0.6122
4417,506,1.0549
4418,668,1.2121
4418,730,1.3585
4418,575,1.1033
4418,496,1.3678
4419,76,1.053
4419,459,1.0021
4419,479,1.0529
4419,577,1.1774
4419,1026,0.9677
4420,482,1.3521
4420,335,1.0307
4420,575,1.1033
4420,91,1.1518
4420,563,0.9406
4421,482,1.3521
4421,335,1.0307
4421,575,1.1033
4421,91,1.1518
4421,563,0.9406
4422,54,1.3333
4422,17,1.0227
4422,620,1.0138
4422,364,0.9561
4423,593,1.0155
4423,325,1.2422
4423,1001,1.0667
4424,580,1.0897
4424,476,1.1146
4425,85,1.0671
4425,620,1.0138
4425,398,1.3675
4425,210,1.3188
4426,362,0.8529
4426,17,1.0227
4426,586,1.0727
4426,200,1.1123
4427,666,1.2317
4427,178,1.375
4427,155,1.087
4427,177,1.0638
4427,176,1.0638
4428,161,1.05
4428,158,1.1111
4428,575,1.1033
4428,297,1.118
4429,393,1.4286
4429,315,1.0995
4429,390,1.1765
4430,312,1.0811
4431,491,1.047
4431,154,1.0741
4431,297,1.118
4432,349,1.4151
4432,348,1.4118
4432,260,0.8696
4433,666,1.2317
4433,302,1.036
4433,148,1.0152
4433,496,1.3678
4434,249,1.7159
4434,303,1.1749
4434,620,1.0138
4434,496,1.3678
4435,274,1.4634
4435,272,1.0049
4435,480,1.3115
4435,578,1.2941
4435,275,1.0909
4436,204,1.0105
4436,477,1.0446
4436,319,1.0857
4437,318,0.5926
4437,569,1.3209
4437,660,1.5
4437,319,1.0857
4438,201,1.0939
4438,474,1.1069
4438,319,1.0857
4439,76,1.053
4439,31,1.2812
4439,40,1.3761
4439,665,1.1895
4439,201,1.0939
4440,636,2.3426
4440,174,1.0784
4440,657,1.0952
4440,177,1.0638
4440,176,1.0638
4441,307,1.4535
4441,86,1.0417
4441,48,1.0879
4441,653,1.0448
4442,593,1.0155
4442,327,1.2386
4442,657,1.0952
4442,495,1.0256
4443,21,1.1185
4443,76,1.053
4443,665,1.1895
4443,201,1.0939
4443,552,1.0441
4444,317,2.0833
4444,324,1.1852
4444,201,1.0939
4444,474,1.1069
4444,319,1.0857
4445,636,2.3426
4445,657,1.0952
4446,317,2.0833
4446,477,1.0446
4446,201,1.0939
4446,319,1.0857
4447,593,1.0155
4447,382,1.8367
4447,657,1.0952
4447,85,1.0671
4448,636,2.3426
4448,294,1.2069
4448,293,0.9091
4448,292,1.2389
4448,473,1.1705
4449,593,1.0155
4449,552,1.0441
4449,474,1.1069
4450,593,1.0155
4450,657,1.0952
4450,346,1.2125
4450,495,1.0256
4451,317,2.0833
4451,569,1.3209
4451,474,1.1069
4451,319,1.0857
4452,317,2.0833
4452,144,1.0692
4452,473,1.1705
4453,636,2.3426
4453,663,1.1429
4453,58,1.4394
4453,57,
4453,56,0.9948
4454,923,1.0356
4454,244,1.0656
4454,881,0.9615
4454,892,
4454,880,1.2739
4455,21,1.1185
4455,76,1.053
4455,665,1.1895
4455,201,1.0939
4455,552,1.0441
4456,494,0.9211
4456,325,1.2422
4456,148,1.0152
4456,620,1.0138
4456,473,1.1705
4457,327,1.0246
4457,665,1.1895
4457,81,1.0471
4457,201,1.0939
4458,636,2.3426
4458,294,1.2069
4458,657,1.0952
4458,293,0.9091
4458,292,1.2389
4459,593,1.0155
4459,636,2.3426
4459,58,1.4394
4459,57,
4459,56,0.9948
4460,204,1.0105
4460,477,1.0446
4460,319,1.0857
4461,494,0.9211
4461,148,1.0152
4461,474,1.1069
4462,593,1.0155
4462,494,0.9211
4462,657,1.0952
4462,335,1.0307
4462,148,1.0152
4463,361,1.0146
4464,303,1.1749
4464,497,1.1139
4465,433,1.3274
4466,539,1.1765
4467,460,1.0965
4467,513,1.3393
4467,34,1.6606
4468,318,0.5926
4468,569,1.3209
4468,321,0.4717
4468,660,1.5
4469,315,1.0995
4469,600,1.098
4469,598,1.3575
4470,656,1.17
4470,168,0.8971
4470,167,1.1111
4470,882,8.3333
4470,880,1.2739
4471,180,1.1911
4471,477,1.0446
4471,201,1.0939
4471,322,0.5424
4472,670,1.2256
4472,479,1.0529
4472,211,1.7467
4472,189,1.4706
4472,188,1.4706
4473,670,1.2256
4473,514,1.4062
4473,512,1.1728
4473,457,1.0569
4473,302,1.036
4473,125,1.3514
4474,51,0.9859
4474,601,1.1316
4474,600,1.098
4474,599,1.0482
4475,346,1.2125
4476,180,1.1911
4476,477,1.0446
4476,201,1.0939
4476,319,1.0857
4477,54,1.3333
4477,327,1.2386
4477,666,1.2317
4477,827,0.4321
4478,174,1.0784
4478,663,1.1429
4478,178,1.375
4478,176,1.0638
4479,180,1.1911
4479,476,1.1146
4479,201,1.0939
4479,322,0.5424
4480,368,1.4563
4480,15,1.0455
4480,927,1.2295
4480,937,1.0714
4481,161,1.05
4481,302,1.036
4482,593,1.0155
4482,549,1.087
4482,387,0.6609
4482,958,
4483,86,1.0417
4483,654,1.3125
4484,405,0.5634
4484,251,1.8154
4484,499,1.0581
4484,246,0.6646
4484,253,1.0897
4485,310,1.1626
4485,673,0.9412
4485,308,1.0727
4486,51,0.9859
4486,666,1.2317
4486,303,1.1749
4486,510,1.3793
4486,497,1.1139
4486,550,1.1321
4487,361,1.0146
4487,458,1.1429
4487,467,1.1039
4487,465,1.1075
4488,241,1.0606
4488,240,1.0606
4488,114,1.0606
4488,641,1.0606
4488,640,1.0303
4488,242,1.0448
4489,274,1.4634
4489,280,1.1429
4489,277,1.1429
4489,365,0.9622
4490,538,1.0448
4490,226,1.3245
4490,498,1.017
4490,726,1.2435
4491,50,1.1215
4491,346,1.2125
4491,621,1.0417
4491,950,1.0323
4491,946,
4492,498,1.017
4493,94,1.3158
4493,203,1.0967
4493,510,1.3793
4493,209,1.6327
4494,580,1.0897
4494,657,1.0952
4495,318,0.5926
4495,659,1.086
4495,180,1.1911
4495,321,0.4717
4496,98,1.6667
4496,1009,0.6154
4496,575,1.1033
4496,209,1.6327
4497,41,1.1056
4497,203,1.0967
4497,376,1.6364
4498,665,1.1895
4498,201,1.0939
4498,397,1.0307
4499,494,0.9211
4499,360,1.1337
4499,302,1.036
4499,148,1.0152
4499,620,1.0138
4500,593,1.0155
4500,261,0.8383
4500,657,1.0952
4500,638,0.8117
4501,525,1.087
4501,524,1.0714
4501,546,1.1127
4501,553,1.6495
4502,477,1.0446
4502,201,1.0939
4502,319,1.0857
4503,636,2.3426
4503,58,1.4394
4503,56,0.9948
4503,473,1.1705
4504,317,2.0833
4504,201,1.0939
4504,474,1.1069
4504,638,0.8117
4505,406,0.4444
4505,404,1.1111
4505,656,1.17
4505,403,1.0277
4505,880,1.2739
4506,546,1.1127
4506,160,1.1455
4506,300,1.0526
4506,299,0.7759
4507,666,1.2317
4507,302,1.036
4507,343,1.0709
4507,496,1.3678
4508,85,1.0671
4508,546,1.1127
4508,620,1.0138
4508,608,1.1765
4508,200,1.1123
4509,226,1.3245
4509,620,1.0138
4509,936,1.7308
4509,935,1.8462
4509,979,1.1475
4510,327,1.0246
4510,85,1.0671
4510,665,1.1895
4510,728,1.1194
4510,210,1.3188
4511,735,1.1561
4511,96,1.6333
4512,273,1.164
4512,272,1.0049
4512,479,1.0529
4512,578,1.2941
4513,593,1.0155
4513,249,1.7159
4513,633,1.194
4513,25,1.1489
4513,144,1.0692
4514,580,1.0897
4514,168,0.8971
4514,595,1.0833
4514,606,1.0559
4515,237,1.178
4515,28,1.2368
4515,38,1.6897
4515,24,1.1628
4516,134,1.1333
4516,132,0.9859
4517,373,1.1029
4518,32,1.0714
4518,238,1.0274
4518,1028,1.3235
4518,25,1.1489
4518,34,1.6606
4519,582,0.951
4519,619,0.9825
4519,618,1.1951
4519,617,1.1364
4520,89,1.1549
4521,457,1.0569
4521,214,1.0072
4522,428,0.8989
4522,426,1.3134
4522,425,0.9072
4522,422,1.1324
4522,420,1.0526
4523,251,1.8154
4523,253,1.0897
4524,12,1.2222
4525,273,1.164
4525,272,1.0049
4525,578,1.2941
4525,673,0.9412
4526,120,1.0526
4526,119,1.1053
4526,479,1.0529
4526,181,1.2295
4526,125,1.3514
4526,145,1.1584
4527,21,1.1185
4527,76,1.053
4527,728,1.1194
4527,22,1.1504
4528,593,1.0155
4528,237,1.178
4528,335,1.0307
4528,232,1.0345
4529,832,1.5507
4529,545,1.3534
4529,14,1.0234
4530,608,1.1765
4530,595,1.0833
4531,201,1.0939
4531,474,1.1069
4531,319,1.0857
4532,384,1.25
4532,85,1.0671
4533,477,1.0446
4533,201,1.0939
4533,319,1.0857
4534,477,1.0446
4534,201,1.0939
4534,319,1.0857
4535,857,1.2121
4535,863,0.9524
4535,168,0.8971
4536,228,1.0559
4536,227,1.1392
4536,567,1.4062
4536,565,1.1801
4536,486,1.1193
4536,485,1.1193
4537,542,1.025
4537,496,1.3678
4538,228,1.0559
4538,227,1.1392
4538,567,1.4062
4538,565,1.1801
4538,541,1.218
4538,486,1.1193
4538,485,1.1193
4539,282,1.0484
4539,281,1.0625
4539,279,1.1538
4539,278,1.1429
4540,620,1.0138
4540,1045,1.0227
4541,580,1.0897
4542,30,1.25
4542,29,1.2346
4542,303,1.1749
4542,27,1.1778
4542,200,1.1123
4543,464,0.9712
4544,854,1.0465
4544,423,1.0811
4544,508,1.0111
4545,670,1.2256
4545,459,1.0021
4545,577,1.1774
4545,419,1.0714
4545,364,0.9561
4546,384,1.25
4546,633,1.194
4547,550,1.1321
4548,327,1.2386
4548,194,1.0737
4548,193,1.2135
4548,192,1.5464
4549,290,1.5714
4549,289,1.3023
4549,287,1.0317
4549,374,1.0526
4550,491,1.047
4550,443,1.1268
4550,573,1.0101
4551,491,1.047
4551,729,1.0309
4551,297,1.118
4552,503,1.0526
4553,457,1.0569
4553,432,
4553,374,1.0526
4553,429,1.0204
4554,867,1.1053
4554,173,0.9091
4554,853,
4554,863,0.9524
4554,862,1.0256
4554,861,1.0465
4555,623,2.0845
4555,17,1.0227
4555,925,1.0584
4556,372,1.0667
4556,286,1.2
4557,527,1.1486
4557,621,1.0417
4557,531,1.3333
4558,933,0.9677
4558,325,1.2422
4558,924,1.25
4559,569,1.3209
4559,203,1.0967
4559,474,1.1069
4560,626,0.9756
4560,828,1.5385
4560,387,0.6609
4561,459,1.0021
4561,479,1.0529
4561,203,1.0967
4561,577,1.1774
4561,145,1.1584
4562,593,1.0155
4562,249,1.7159
4562,247,1.0274
4562,540,1.0309
4563,392,0.9677
4563,629,1.7647
4563,936,1.7308
4563,550,1.1321
4563,935,1.8462
4564,854,1.0465
4564,534,1.5
4564,365,0.9622
4565,621,1.0417
4565,541,1.218
4565,385,
4566,460,1.0965
4566,515,1.7419
4566,514,0.7576
4566,480,1.3115
4566,513,1.3393
4566,671,1.1702
4567,21,1.1185
4567,233,1.087
4567,365,0.9622
4567,584,1.0417
4568,436,1.0497
4568,522,2.5676
4568,521,1.1875
4568,567,1.4062
4568,543,1.125
4568,564,1.1875
4568,561,3.1887
4568,559,1.0063
4568,554,1.0755
4568,484,1.2876
4568,483,1.1377
4569,21,1.1185
4569,210,1.3188
4569,34,1.3636
4570,216,1.2063
4570,513,1.3393
4570,508,1.0111
4570,330,1.2
4571,545,1.3534
4571,303,1.1749
4571,363,1.1628
4572,467,1.1039
4572,674,1.2973
4572,465,1.1075
4572,463,1.1029
4573,207,1.0213
4573,655,1.1589
4573,312,1.0811
4573,310,1.1626
4573,308,1.2967
4574,677,1.165
4574,467,1.1039
4574,465,1.1075
4574,463,1.1029
4575,258,1.039
4575,310,1.1626
4575,308,1.2967
4576,482,1.3521
4576,576,1.1606
4576,91,1.1518
4577,85,1.0671
4577,575,1.1033
4577,728,1.1194
4577,210,1.3188
4578,460,1.0965
4578,669,1.3187
4578,273,1.164
4578,458,1.1429
4579,510,1.3793
4579,363,1.1628
4580,280,1.1429
4580,279,1.1538
4580,278,1.1429
4580,287,1.0317
4581,248,0.885
4581,246,0.6646
4581,542,1.025
4581,144,1.0692
4582,203,1.0967
4582,575,1.1033
4582,476,1.1146
4582,563,0.9406
4582,144,1.0692
4583,273,1.164
4583,272,1.0049
4583,479,1.0529
4583,578,1.2941
4583,545,1.3534
4584,459,1.0021
4584,105,1.04
4584,577,1.1774
4584,671,1.1702
4584,88,1.4151
4585,459,1.0021
4585,479,1.0529
4585,303,1.1749
4585,457,1.0569
4585,180,1.1911
4586,582,0.951
4586,95,1.6456
4586,61,1.0968
4586,608,1.1765
4587,21,1.1185
4587,589,1.1321
4588,542,1.025
4588,155,1.087
4589,633,1.194
4589,247,1.0274
4589,246,0.6646
4589,542,1.025
4589,893,1.087
4589,144,1.0692
4590,665,1.1895
4590,201,1.0939
4590,728,1.1194
4590,144,1.0692
4591,923,1.0356
4591,633,1.194
4591,925,1.0584
4592,273,1.164
4592,272,1.0049
4592,479,1.0529
4592,578,1.2941
4592,276,1.1905
4592,330,0.6122
4593,119,1.1053
4593,479,1.0529
4593,577,1.1774
4593,620,1.0138
4593,125,1.3514
4593,124,1.1712
4594,194,1.0737
4594,193,1.2135
4594,192,1.5464
4594,211,1.7467
4595,361,1.0146
4595,305,1.1317
4595,376,1.6364
4596,141,1.4545
4597,547,1.1364
4597,540,1.0309
4597,177,1.0638
4597,176,1.0638
4598,327,1.2386
4598,624,1.3889
4598,365,0.9622
4599,67,1.0959
4599,573,1.0101
4600,670,1.2256
4600,479,1.0529
4600,577,1.1774
4600,180,1.1911
4600,1,1.129
4601,305,1.1317
4601,657,1.0952
4601,364,0.9561
4602,161,1.05
4602,158,1.1111
4602,575,1.1033
4602,297,1.118
4603,580,1.0897
4603,17,1.0227
4603,265,1.1765
4604,536,1.0429
4604,546,1.1127
4604,335,1.0307
4604,608,1.1765
4605,327,1.0246
4605,620,1.0138
4605,584,1.0417
4606,360,1.1337
4606,257,1.0308
4606,510,1.3793
4606,620,1.0138
4607,491,1.047
4607,297,1.118
4608,633,1.194
4608,456,0.6944
4609,51,0.9859
4609,665,1.1895
4609,302,1.036
4609,148,1.0152
4610,329,0.9756
4610,595,1.0833
4611,424,1.0784
4611,421,1.1124
4611,420,1.0526
4611,419,1.0714
4612,593,1.0155
4612,569,1.3209
4612,476,1.1146
4612,276,1.1905
4613,200,1.1123
4613,473,1.1705
4613,638,0.8117
4614,317,2.0833
4614,477,1.0446
4614,201,1.0939
4614,319,1.0857
4615,31,1.2225
4615,449,1.5957
4615,262,1.1111
4615,48,1.0879
4615,575,1.1033
4616,593,1.0155
4616,302,1.036
4616,144,1.0692
4616,473,1.1705
4617,570,1.0421
4617,477,1.0446
4617,201,1.0939
4618,261,0.8383
4618,657,1.0952
4618,148,1.0152
4618,495,1.0256
4619,153,1.145
4619,636,2.3426
4619,152,0.8861
4619,663,1.1429
4619,157,1.1881
4619,156,1.0732
4620,459,1.0021
4620,105,1.04
4620,577,1.1774
4620,88,1.4151
4621,540,1.0309
4621,231,0.991
4622,21,1.1185
4622,598,1.3575
4622,89,1.1549
4623,315,1.0995
4623,950,1.0323
4623,946,
4624,600,1.098
4624,598,1.3575
4624,200,1.1123
4624,584,1.0417
4625,318,0.5926
4625,570,1.0421
4625,180,1.1911
4625,321,0.4717
4625,672,1.0811
4626,65,1.0299
4626,636,2.3426
4626,151,1.3281
4626,657,1.0952
4626,540,1.0309
4627,126,1.1058
4627,122,1.0746
4627,418,1.0544
4628,603,1.0811
4628,605,1.1278
4629,468,1.0345
4629,423,1.0811
4629,466,1.0652
4629,506,1.0549
4630,614,1.129
4630,361,1.0146
4630,613,1.4423
4630,612,0.977
4631,479,1.0529
4631,302,1.036
4631,577,1.1774
4631,211,1.7467
4631,189,1.4706
4631,188,1.4706
4632,362,0.8529
4632,51,0.9859
4632,621,1.0417
4632,828,1.5385
4633,828,1.5385
4633,618,1.1951
4633,616,1.0204
4634,303,1.1749
4634,126,1.1058
4634,123,1.0435
4634,122,1.0746
4634,671,1.1702
4635,593,1.0155
4635,10,1.1268
4635,676,1.25
4635,11,1.1321
4635,506,1.0549
4636,436,1.0497
4636,522,2.5676
4636,521,1.1875
4636,567,1.4062
4636,543,1.125
4636,564,1.1875
4636,561,3.1887
4636,559,1.0063
4636,554,1.0755
4636,484,1.2876
4636,483,1.1377
4637,373,1.1029
4637,498,1.017
4638,311,1.0833
4638,354,1.1434
4638,990,1.0159
4639,530,
4639,529,0.974
4639,528,1.092
4640,479,1.0529
4640,577,1.1774
4640,147,1.1429
4640,620,1.0138
4641,304,1.1429
4641,539,1.1765
4642,273,1.164
4642,129,1.1974
4643,593,1.0155
4643,911,0.9048
4643,409,1.4151
4643,913,1.1566
4644,593,1.0155
4644,85,1.0671
4645,510,1.3793
4645,498,1.017
4646,216,1.2063
4646,303,1.1749
4646,213,1.5
4646,146,1.2644
4647,21,1.1185
4648,582,0.951
4649,65,1.0299
4649,657,1.0952
4649,540,1.0309
4649,638,0.8117
4650,479,1.0529
4650,302,1.036
4650,147,1.1429
4651,329,0.9756
4651,620,1.0138
4651,595,1.0833
4652,479,1.0529
4652,203,1.0967
4652,577,1.1774
4652,181,1.2295
4652,125,1.3514
4652,124,1.1712
4653,457,1.0569
4653,3,1.1429
4653,2,1.1
4653,671,1.1702
4654,600,1.098
4654,335,1.0307
4654,606,1.0559
4655,417,1.0275
4655,479,1.0529
4655,423,1.0811
4655,145,1.1584
4655,418,1.0544
4656,665,1.1895
4656,575,1.1033
4656,200,1.1123
4656,77,1.3158
4657,303,1.1749
4657,148,1.0152
4657,235,1.0493
4657,497,1.1139
4657,726,1.2435
4658,15,1.0455
4658,928,1.1429
4658,310,1.1626
4658,308,1.0727
4659,461,0.9748
4659,459,1.0021
4659,479,1.0529
4659,303,1.1749
4659,457,1.0569
4659,577,1.1774
4660,593,1.0155
4660,472,1.1798
4660,85,1.0671
4660,996,1.2055
4661,163,
4661,502,1.0276
4662,670,1.2256
4662,479,1.0529
4662,577,1.1774
4662,180,1.1911
4662,1,1.129
4663,86,1.0417
4663,305,1.1317
4663,654,1.3125
4663,312,1.0811
4663,364,0.9561
4664,54,1.3333
4664,260,0.8696
4664,959,
4665,530,
4665,529,0.974
4665,528,1.092
4666,953,
4666,377,0.9639
4666,959,
4666,957,
4667,141,1.4545
4668,54,1.3333
4668,249,1.7159
4668,772,1.1765
4669,17,1.0227
4669,540,1.0309
4670,550,1.1321
4670,462,1.1215
4671,25,1.1489
4671,541,1.218
4672,626,0.9756
4672,828,1.5385
4673,538,1.0448
4674,538,1.0448
4674,498,1.017
4675,17,1.0227
4675,620,1.0138
4675,25,1.1489
4676,593,1.0155
4676,467,1.1039
4676,465,1.1075
4676,497,1.1139
4676,463,1.1029
4677,251,1.8154
4677,249,1.7159
4677,248,0.885
4677,25,1.1489
4677,253,1.0897
4678,548,1.2195
4678,502,1.0276
4678,588,1.0575
4678,550,1.1321
4679,831,2.6667
4679,829,1.25
4679,586,1.0727
4680,666,1.2317
4680,17,1.0227
4680,148,1.0152
4680,496,1.3678
4681,593,1.0155
4681,346,1.2125
4681,246,0.6646
4681,883,1.6667
4681,926,1.5455
4682,593,1.0155
4682,513,1.3393
4682,577,1.1774
4682,419,1.0714
4682,671,1.1702
4683,170,1.875
4683,168,0.8971
4683,167,1.129
4683,309,1.2308
4684,457,1.0569
4684,577,1.1774
4684,2,1.1
4684,671,1.1702
4685,403,1.0277
4685,588,1.0575
4685,541,1.218
4686,346,1.2125
4686,232,1.0345
4686,231,0.991
4687,392,0.9677
4687,248,0.885
4687,411,1.0145
4687,1038,1.1667
4687,1037,1.1053
4688,795,1.2121
4688,165,1.0714
4689,175,1.039
4689,489,1.0833
4689,441,2.1951
4689,440,1.0651
4690,692,2.3529
4690,303,1.1749
4690,511,1.4474
4690,671,1.1702
4691,306,1.0631
4691,270,1.0549
4691,311,1.0833
4691,990,1.0159
4692,498,1.017
4692,726,1.2435
4693,302,1.036
4693,1027,1.28
4693,191,1.2564
4693,88,1.4151
4694,821,1.6667
4694,605,1.1278
4695,270,1.0549
4695,929,0.9275
4695,311,1.0833
4696,273,1.164
4696,272,1.0049
4696,578,1.2941
4696,276,1.1905
4696,671,1.1702
4697,204,1.0105
4697,477,1.0446
4697,319,1.0857
4698,62,1.2857
4699,76,1.053
4699,31,1.2225
4699,656,1.17
4699,200,1.1123
4700,204,1.0105
4700,477,1.0446
4700,319,1.0857
4701,502,1.0276
4701,335,1.0307
4701,541,1.218
4702,423,1.0811
4702,466,1.0652
4702,496,1.3678
4703,228,1.0559
4703,227,1.1392
4703,567,1.4062
4703,555,1.0294
4703,565,1.1801
4703,486,1.1193
4703,485,1.1193
4704,593,1.0155
4704,494,0.9211
4704,473,1.1705
4705,76,1.053
4705,302,1.036
4705,775,
4705,772,1.1765
4706,318,0.5926
4706,659,1.086
4706,620,
4706,201,1.0939
4706,319,1.0857
4707,428,0.8989
4707,426,1.3134
4707,425,0.9072
4707,424,1.0784
4707,302,1.036
4707,422,1.1324
4708,538,1.0448
4709,201,1.0939
4709,474,1.1069
4710,50,1.1215
4710,633,1.194
4710,335,1.0307
4711,54,1.3333
4711,208,1.0825
4711,90,1.082
4711,89,1.1549
4712,361,1.0146
4712,756,1.2
4712,479,1.0529
4712,764,1.1892
4713,479,1.0529
4713,203,1.0967
4713,577,1.1774
4713,180,1.1911
4713,1,1.129
4714,54,1.3333
4714,327,1.2386
4714,303,1.1749
4714,665,1.1895
4715,327,1.0246
4715,996,1.2055
4715,37,1.6216
4715,201,1.0939
4715,266,1.0667
4716,386,
4716,550,1.1321
4717,494,0.9211
4717,657,1.0952
4717,268,5.0
4717,620,1.0138
4718,428,0.8989
4718,430,0.9036
4718,429,1.0204
4719,580,1.0897
4719,726,1.2435
4720,1032,1.1224
4720,90,1.082
4720,89,1.1549
4721,361,1.0146
4721,666,1.2317
4721,302,1.036
4721,496,1.3678
4721,264,1.0213
4722,593,1.0155
4722,85,1.0671
4722,398,1.3675
4722,541,1.218
4722,210,1.3188
4723,54,1.3333
4723,479,1.0529
4723,685,1.5
4724,923,1.0356
4724,670,1.2256
4724,459,1.0021
4724,203,1.0967
4724,508,1.0111
4724,507,1.3151
4725,406,0.4444
4725,910,1.0484
4725,403,1.0277
4725,333,1.1932
4725,407,1.0294
4726,273,1.164
4726,272,1.0049
4726,479,1.0529
4726,578,1.2941
4727,327,1.0246
4727,657,1.0952
4727,403,1.0277
4727,302,1.036
4727,620,1.0138
4728,85,1.0671
4728,666,1.2317
4728,575,1.1033
4728,397,1.0307
4728,144,1.0692
4729,81,1.0471
4729,80,1.1715
4729,201,1.0939
4730,670,1.2256
4730,119,1.1053
4730,302,1.036
4730,577,1.1774
4730,125,1.3514
4731,569,1.3209
4731,203,1.0967
4731,476,1.1146
4732,580,1.0897
4732,540,1.0309
4733,87,1.3509
4733,482,1.3521
4733,91,1.1518
4733,563,0.9406
4733,540,1.0309
4734,87,1.3509
